"","Products.Brand.Name","Inventory.Conversion.Inputs.Outputs.Output.Product","Strain.Name","Inventory.Conversions.Batch.Name","package_ID","Batch.Harvest.Date","Batch.Lab.Results.Lab.Result.URL","Products.Vendor.Name","Inventory.Producer.Name","Manufacturing.Date","Manufacture Date from Wholesale","Manufacture Date from Cult","Manufacture Date from Downtown"
"1716","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-230717.0001-W29","48909","7/17/2023","https://lims.tagleaf.com/coas/MB7JIDp30XCSTxLacOL49IR0Qv7XBVTM89uRt7HzDdOPUF3mpy","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","9/15/2023","9/15/2023",NA
"1717","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-230717.0001-W29","48909","7/17/2023","https://lims.tagleaf.com/coas/MB7JIDp30XCSTxLacOL49IR0Qv7XBVTM89uRt7HzDdOPUF3mpy","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","9/15/2023","",NA
"1718","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-230717.0001-W29","48909","7/17/2023","https://lims.tagleaf.com/coas/MB7JIDp30XCSTxLacOL49IR0Qv7XBVTM89uRt7HzDdOPUF3mpy","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","9/15/2023","9/15/2023",NA
"1719","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-230717.0001-W29","48909","7/17/2023","https://lims.tagleaf.com/coas/MB7JIDp30XCSTxLacOL49IR0Qv7XBVTM89uRt7HzDdOPUF3mpy","Forever 46, LLC - 00000057DCHF00477864","","9/15/2023","9/15/2023","",NA
"1720","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-230717.0001-W29","48909","7/17/2023","https://lims.tagleaf.com/coas/MB7JIDp30XCSTxLacOL49IR0Qv7XBVTM89uRt7HzDdOPUF3mpy","Forever 46, LLC - 00000057DCHF00477864","","9/15/2023","9/15/2023","9/15/2023",NA
"1721","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-230717.0001-W29","48909","7/17/2023","https://lims.tagleaf.com/coas/MB7JIDp30XCSTxLacOL49IR0Qv7XBVTM89uRt7HzDdOPUF3mpy","Forever 46, LLC - 00000057DCHF00477864","","9/15/2023","9/15/2023","",NA
"1722","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-230717.0001-W29","48909","7/17/2023","https://lims.tagleaf.com/coas/MB7JIDp30XCSTxLacOL49IR0Qv7XBVTM89uRt7HzDdOPUF3mpy","Forever 46, LLC - 00000057DCHF00477864","","9/15/2023","9/15/2023","9/15/2023",NA
"1723","iLAVA","ClearGold Cartridge 500mg - Acapulco Gold","Acapulco Gold","231121-006AG","56524","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/99621efa-36a1-4389-b225-59a2d0b938d2","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2/6/2024","2/6/2024",NA,"2/6/2024"
"1724","iLAVA","ClearGold Cartridge 500mg - Acapulco Gold","Acapulco Gold","231121-006AG","56524","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/99621efa-36a1-4389-b225-59a2d0b938d2","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2/6/2024","2/6/2024",NA,"2/6/2024"
"1725","iLAVA","Magma Sugar Wax 1g - Jet Cream","Jet Cream","231012-004","52111","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/ace7f70d-11e2-41ec-89c8-1a6d38d37079","Forever 46, LLC - 00000057DCHF00477864","","10/12/2023","10/12/2023",NA,"10/12/2023"
"1726","iLAVA","Magma Sugar Wax 1g - Jet Cream","Jet Cream","231012-004","52111","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/ace7f70d-11e2-41ec-89c8-1a6d38d37079","Forever 46, LLC - 00000057DCHF00477864","","10/12/2023","10/12/2023",NA,"10/12/2023"
"1727","iLAVA","Magma Sugar Wax 1g - Jet Cream","Jet Cream","231012-004","52111","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/ace7f70d-11e2-41ec-89c8-1a6d38d37079","Forever 46, LLC - 00000057DCHF00477864","","10/12/2023","10/12/2023",NA,"10/12/2023"
"1728","iLAVA","ClearGold Cartridge 1000mg - Blue Widow","Blue Widow","231121-006BW","56289","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/aaf6c1c1-c76c-4c50-a997-5f78ac83ca85","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2/6/2024","2/6/2024",NA,"2/6/2024"
"1729","iLAVA","ClearGold Cartridge 1000mg - Blue Widow","Blue Widow","231121-006BW","56289","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/aaf6c1c1-c76c-4c50-a997-5f78ac83ca85","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2/6/2024","2/6/2024",NA,"2/6/2024"
"1730","iLAVA","ClearGold Cartridge 500mg - Green Crack","Green Crack","231121-006GC","56089","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/ca02d82d-1b0b-465b-8a25-f240d8f074ee","Forever 46, LLC - 00000057DCHF00477864","","2/6/2024","2/6/2024",NA,"2/6/2024"
"1731","iLAVA","ClearGold Cartridge 500mg - Green Crack","Green Crack","231121-006GC","56089","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/ca02d82d-1b0b-465b-8a25-f240d8f074ee","Forever 46, LLC - 00000057DCHF00477864","","2/6/2024","2/6/2024",NA,"2/6/2024"
"1732","ZENZONA","zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa","Sativa","230906-001RSO-IZ","51767","7/17/2023","https://tinyurl.com/3wjrde7s","Forever 46, LLC - 00000057DCHF00477864","","10/16/2023","10/16/2023",NA,"10/16/2023"
"1733","ZENZONA","zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa","Sativa","230906-001RSO-IZ","51767","7/17/2023","https://tinyurl.com/3wjrde7s","Forever 46, LLC - 00000057DCHF00477864","","10/16/2023","10/16/2023",NA,"10/16/2023"
"1734","DTF - Downtown Flower","Gello 3.5g - Signature","Gello","Gell-230717.0001-W29","48945","7/17/2023","https://tinyurl.com/bdjz548x","Forever 46, LLC - 00000057DCHF00477864","","","9/15/2023","",NA
"1735","DTF - Downtown Flower","Gello 3.5g - Signature","Gello","Gell-230717.0001-W29","48945","7/17/2023","https://tinyurl.com/bdjz548x","Forever 46, LLC - 00000057DCHF00477864","","","9/15/2023","9/15/2023",NA
"1736","DTF - Downtown Flower","Gello 3.5g - Signature","Gello","Gell-230717.0001-W29","48945","7/17/2023","https://tinyurl.com/bdjz548x","Forever 46, LLC - 00000057DCHF00477864","","","9/15/2023","",NA
"1737","DTF - Downtown Flower","Gello 3.5g - Signature","Gello","Gell-230717.0001-W29","48945","7/17/2023","https://tinyurl.com/bdjz548x","Forever 46, LLC - 00000057DCHF00477864","","","9/15/2023","9/15/2023",NA
"1738","iLAVA","Magma Sugar Wax 2.5g - Fresh Fritter","Fresh Fritter","230915-004","51552","7/17/2023","https://lims.tagleaf.com/coas/qqySOJQTayLzc1q00vVS3uBEaiHfRzVpF1NLdbwJD8Mo8IqqRL","Forever 46, LLC - 00000057DCHF00477864","","9/15/2023","9/15/2023",NA,"9/15/2023"
"1739","iLAVA","Magma Sugar Wax 2.5g - Fresh Fritter","Fresh Fritter","230915-004","51552","7/17/2023","https://lims.tagleaf.com/coas/qqySOJQTayLzc1q00vVS3uBEaiHfRzVpF1NLdbwJD8Mo8IqqRL","Forever 46, LLC - 00000057DCHF00477864","","9/15/2023","9/15/2023",NA,"9/15/2023"
"1740","iLAVA","Magma Crumble 2.5g - Wedding Cake","Wedding Cake","230822-004","49288","7/17/2023","https://lims.tagleaf.com/coas/6HGP5Tdfbqy7W0QGCq4lMNkNfQSy3hNVC6tlHFpc3FbiBiTyqk","Forever 46, LLC - 00000057DCHF00477864","","8/22/2023","8/22/2023",NA,"8/21/2023"
"1741","iLAVA","Magma Crumble 2.5g - Wedding Cake","Wedding Cake","230822-004","49288","7/17/2023","https://lims.tagleaf.com/coas/6HGP5Tdfbqy7W0QGCq4lMNkNfQSy3hNVC6tlHFpc3FbiBiTyqk","Forever 46, LLC - 00000057DCHF00477864","","8/22/2023","8/22/2023",NA,"8/22/2023"
"1742","DTF - Downtown Flower","Gelato 3.5g - Value","Gelato","GLTO-230717.0001-W29","47743","7/17/2023","https://tinyurl.com/3apze6hw","Forever 46, LLC - 00000057DCHF00477864","","","8/28/2023","",NA
"1743","DTF - Downtown Flower","Gelato 3.5g - Value","Gelato","GLTO-230717.0001-W29","47743","7/17/2023","https://tinyurl.com/3apze6hw","Forever 46, LLC - 00000057DCHF00477864","","","8/28/2023","8/28/2023",NA
"1744","DTF - Downtown Flower","Gelato 3.5g - Value","Gelato","GLTO-230717.0001-W29","47743","7/17/2023","https://tinyurl.com/3apze6hw","Forever 46, LLC - 00000057DCHF00477864","","","8/28/2023","",NA
"1745","DTF - Downtown Flower","Gelato 3.5g - Value","Gelato","GLTO-230717.0001-W29","47743","7/17/2023","https://tinyurl.com/3apze6hw","Forever 46, LLC - 00000057DCHF00477864","","","8/28/2023","8/28/2023",NA
"1746","iLAVA","ClearGold Cartridge 500mg - Blue Widow","Blue Widow","231121-006BW","56288","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/aaf6c1c1-c76c-4c50-a997-5f78ac83ca85","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2/6/2024","2/6/2024",NA,"2/6/2024"
"1747","iLAVA","ClearGold Cartridge 500mg - Blue Widow","Blue Widow","231121-006BW","56288","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/aaf6c1c1-c76c-4c50-a997-5f78ac83ca85","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2/6/2024","2/6/2024",NA,"2/6/2024"
"1748","High Scorez","High Scorez Infused Preroll 0.6g - Mendo Dosi x Mellow Squirt (PROMO)","Mendo Dosi x Mellow Squirt","323s-230717.01-W29-4pkIPR","50259","7/17/2023","https://lims.tagleaf.com/coas/lJHodl6p8h7DGtL9inmBlvlVkNBz10ilde4VXZp4jMX6eQy31i","Forever 46, LLC - 00000057DCHF00477864","","10/3/2023","10/3/2023","10/3/2023",NA
"1749","High Scorez","High Scorez Infused Preroll 0.6g - Mendo Dosi x Mellow Squirt (PROMO)","Mendo Dosi x Mellow Squirt","323s-230717.01-W29-4pkIPR","50259","7/17/2023","https://lims.tagleaf.com/coas/lJHodl6p8h7DGtL9inmBlvlVkNBz10ilde4VXZp4jMX6eQy31i","Forever 46, LLC - 00000057DCHF00477864","","10/3/2023","10/3/2023","10/3/2023",NA
"1750","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","Strawberry Mo'nana","SMo-230717.0001-W29","52083","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","11/2/2023","",NA
"1751","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","Strawberry Mo'nana","SMo-230717.0001-W29","52083","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","11/2/2023","11/2/2023",NA
"1752","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","Strawberry Mo'nana","SMo-230717.0001-W29","52083","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","11/2/2023","",NA
"1753","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","Strawberry Mo'nana","SMo-230717.0001-W29","52083","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","11/2/2023","11/2/2023",NA
"1754","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","Strawberry Mo'nana","SMo-230717.0001-W29","52083","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","11/2/2023","",NA
"1755","DTF - Downtown Flower","DTF Premium Preroll 1g -  Strawberry Mo'nana","Strawberry Mo'nana","SMo-230717.0001-W29","52083","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","7/17/2023","11/2/2023","11/2/2023",NA
"1756","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Wedding Cake","Jet Cream x Wedding Cake","JtCr-230717.01-W29-4pkIPR","49167","7/17/2023","https://lims.tagleaf.com/coas/WQwkgL01JQX2aYN69HR75SlbUjOSQZME3frm1XdiFPUkjMxciM","Forever 46, LLC - 00000057DCHF00477864","","","9/19/2023","","9/19/2023"
"1757","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Wedding Cake","Jet Cream x Wedding Cake","JtCr-230717.01-W29-4pkIPR","49167","7/17/2023","https://lims.tagleaf.com/coas/WQwkgL01JQX2aYN69HR75SlbUjOSQZME3frm1XdiFPUkjMxciM","Forever 46, LLC - 00000057DCHF00477864","","","9/19/2023","9/19/2023","9/19/2023"
"1758","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Wedding Cake","Jet Cream x Wedding Cake","JtCr-230717.01-W29-4pkIPR","49167","7/17/2023","https://lims.tagleaf.com/coas/WQwkgL01JQX2aYN69HR75SlbUjOSQZME3frm1XdiFPUkjMxciM","Forever 46, LLC - 00000057DCHF00477864","","","9/19/2023","","9/19/2023"
"1759","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Wedding Cake","Jet Cream x Wedding Cake","JtCr-230717.01-W29-4pkIPR","49167","7/17/2023","https://lims.tagleaf.com/coas/WQwkgL01JQX2aYN69HR75SlbUjOSQZME3frm1XdiFPUkjMxciM","Forever 46, LLC - 00000057DCHF00477864","","","9/19/2023","9/19/2023","9/19/2023"
"1760","iLAVA","ClearGold Cartridge 500mg - Blue Dream","Blue Dream","231121-006BD","56766","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/21c699f5-65b4-4309-8f97-e76de7126612","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2/6/2024","2/6/2024",NA,"2/6/2024"
"1761","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Sunset Sherb","Jet Cream x Sunset Sherb","JtCr-230717.01-W29-4pkIPR","50823","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/49e24963-fad7-47da-b834-56e9f24ade4f","Forever 46, LLC - 00000057DCHF00477864","","10/11/2023","10/11/2023","","10/11/2023"
"1762","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Sunset Sherb","Jet Cream x Sunset Sherb","JtCr-230717.01-W29-4pkIPR","50823","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/49e24963-fad7-47da-b834-56e9f24ade4f","Forever 46, LLC - 00000057DCHF00477864","","10/11/2023","10/11/2023","10/11/2023","10/11/2023"
"1763","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Sunset Sherb","Jet Cream x Sunset Sherb","JtCr-230717.01-W29-4pkIPR","50823","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/49e24963-fad7-47da-b834-56e9f24ade4f","Forever 46, LLC - 00000057DCHF00477864","","10/11/2023","10/11/2023","","10/11/2023"
"1764","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Jet Cream x Sunset Sherb","Jet Cream x Sunset Sherb","JtCr-230717.01-W29-4pkIPR","50823","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/49e24963-fad7-47da-b834-56e9f24ade4f","Forever 46, LLC - 00000057DCHF00477864","","10/11/2023","10/11/2023","10/11/2023","10/11/2023"
"1765","iLAVA","ClearGold Cartridge 1000mg - Northern Lights","Northern Lights","231121-006NL","56818","7/17/2023","https://orders.confidentcannabis.com/report/public/pdf/4f24be0d-a04a-400a-891f-67eedf46fead","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2/6/2024","2/6/2024",NA,"2/6/2024"
"1766","DTF - Downtown Flower","Mendo Dosi 14g - Mid","Mendo Dosi","323s-230717.0001-W29","48214","7/17/2023","https://lims.tagleaf.com/coas/r4Ohf5DSDcvh4sDuNvUsq7sNCiIR070Srf4sh8r0pES7xEjfnX","Forever 46, LLC - 00000057DCHF00477864","","","9/5/2023","",NA
"1767","DTF - Downtown Flower","Mendo Dosi 14g - Mid","Mendo Dosi","323s-230717.0001-W29","48214","7/17/2023","https://lims.tagleaf.com/coas/r4Ohf5DSDcvh4sDuNvUsq7sNCiIR070Srf4sh8r0pES7xEjfnX","Forever 46, LLC - 00000057DCHF00477864","","","9/5/2023","9/5/2023",NA
"1768","DTF - Downtown Flower","Mendo Dosi 14g - Mid","Mendo Dosi","323s-230717.0001-W29","48214","7/17/2023","https://lims.tagleaf.com/coas/r4Ohf5DSDcvh4sDuNvUsq7sNCiIR070Srf4sh8r0pES7xEjfnX","Forever 46, LLC - 00000057DCHF00477864","","","9/5/2023","",NA
"1769","DTF - Downtown Flower","Mendo Dosi 14g - Mid","Mendo Dosi","323s-230717.0001-W29","48214","7/17/2023","https://lims.tagleaf.com/coas/r4Ohf5DSDcvh4sDuNvUsq7sNCiIR070Srf4sh8r0pES7xEjfnX","Forever 46, LLC - 00000057DCHF00477864","","","9/5/2023","9/5/2023",NA
"1770","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-230717.0001-W29","49592","7/17/2023","https://tinyurl.com/mr29daam","Forever 46, LLC - 00000057DCHF00477864","","","9/26/2023","",NA
"1771","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-230717.0001-W29","49592","7/17/2023","https://tinyurl.com/mr29daam","Forever 46, LLC - 00000057DCHF00477864","","","9/26/2023","9/26/2023",NA
"1772","Roaring 20s","Roaring 20s ROAR .5g Preroll - Strawberry Mo'nana (DOORBUSTER)","Strawberry Mo'nana","SMo-230717.0001-W29","52473","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","","11/10/2023","",NA
"1773","Roaring 20s","Roaring 20s ROAR .5g Preroll - Strawberry Mo'nana (DOORBUSTER)","Strawberry Mo'nana","SMo-230717.0001-W29","52473","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","","11/10/2023","11/10/2023",NA
"1774","Roaring 20s","Roaring 20s ROAR .5g Preroll - Strawberry Mo'nana (DOORBUSTER)","Strawberry Mo'nana","SMo-230717.0001-W29","52473","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","","11/10/2023","",NA
"1775","Roaring 20s","Roaring 20s ROAR .5g Preroll - Strawberry Mo'nana (DOORBUSTER)","Strawberry Mo'nana","SMo-230717.0001-W29","52473","7/17/2023","https://tinyurl.com/yhkwac23","Forever 46, LLC - 00000057DCHF00477864","","","11/10/2023","11/10/2023",NA
"1776","DTF - Downtown Flower","Wedding Cake 1g - (SAMPLE)","Wedding Cake","WeCa-230717.0001-W29","49210","7/17/2023","https://tinyurl.com/mr29daam","Forever 46, LLC - 00000057DCHF00477864","","","9/20/2023",NA,NA
"1777","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Gello x Emergency","Gello x Emergency","Gell-230717.01-W29-4pkIPR","49322","7/17/2023","https://lims.tagleaf.com/coas/fnGVDgJCWhPdG8V3pbGiIAXkeunqgrb6mI0b4MujlCR4f5UiC4","Forever 46, LLC - 00000057DCHF00477864","","9/22/2023","9/22/2023","","9/22/2023"
"1778","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Gello x Emergency","Gello x Emergency","Gell-230717.01-W29-4pkIPR","49322","7/17/2023","https://lims.tagleaf.com/coas/fnGVDgJCWhPdG8V3pbGiIAXkeunqgrb6mI0b4MujlCR4f5UiC4","Forever 46, LLC - 00000057DCHF00477864","","9/22/2023","9/22/2023","9/22/2023","9/22/2023"
"1779","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Gello x Emergency","Gello x Emergency","Gell-230717.01-W29-4pkIPR","49322","7/17/2023","https://lims.tagleaf.com/coas/fnGVDgJCWhPdG8V3pbGiIAXkeunqgrb6mI0b4MujlCR4f5UiC4","Forever 46, LLC - 00000057DCHF00477864","","9/22/2023","9/22/2023","","9/22/2023"
"1780","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Gello x Emergency","Gello x Emergency","Gell-230717.01-W29-4pkIPR","49322","7/17/2023","https://lims.tagleaf.com/coas/fnGVDgJCWhPdG8V3pbGiIAXkeunqgrb6mI0b4MujlCR4f5UiC4","Forever 46, LLC - 00000057DCHF00477864","","9/22/2023","9/22/2023","9/22/2023","9/22/2023"
"1781","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Gello x Emergency","Gello x Emergency","Gell-230717.01-W29-4pkIPR","49322","7/17/2023","https://lims.tagleaf.com/coas/fnGVDgJCWhPdG8V3pbGiIAXkeunqgrb6mI0b4MujlCR4f5UiC4","Forever 46, LLC - 00000057DCHF00477864","","9/22/2023","9/22/2023","","9/22/2023"
"1782","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Gello x Emergency","Gello x Emergency","Gell-230717.01-W29-4pkIPR","49322","7/17/2023","https://lims.tagleaf.com/coas/fnGVDgJCWhPdG8V3pbGiIAXkeunqgrb6mI0b4MujlCR4f5UiC4","Forever 46, LLC - 00000057DCHF00477864","","9/22/2023","9/22/2023","9/22/2023","9/22/2023"
"1783","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Gello x Emergency","Gello x Emergency","Gell-230717.01-W29-4pkIPR","49322","7/17/2023","https://lims.tagleaf.com/coas/fnGVDgJCWhPdG8V3pbGiIAXkeunqgrb6mI0b4MujlCR4f5UiC4","Forever 46, LLC - 00000057DCHF00477864","","9/22/2023","9/22/2023","","9/22/2023"
"1784","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Gello x Emergency","Gello x Emergency","Gell-230717.01-W29-4pkIPR","49322","7/17/2023","https://lims.tagleaf.com/coas/fnGVDgJCWhPdG8V3pbGiIAXkeunqgrb6mI0b4MujlCR4f5UiC4","Forever 46, LLC - 00000057DCHF00477864","","9/22/2023","9/22/2023","9/22/2023","9/22/2023"
"1785","High Scorez","High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cali Lightning","Mendo Dosi x Cali Lightning","323s-230717.01-W29-IPR","49178","7/17/2023","https://lims.tagleaf.com/coas/wBIgn7C2BezQaDekjwrVjiQ398RyTreeKb1KBt3nqLVFCzhVdx","Forever 46, LLC - 00000057DCHF00477864","","9/19/2023","9/19/2023","","9/19/2023"
"1786","High Scorez","High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cali Lightning","Mendo Dosi x Cali Lightning","323s-230717.01-W29-IPR","49178","7/17/2023","https://lims.tagleaf.com/coas/wBIgn7C2BezQaDekjwrVjiQ398RyTreeKb1KBt3nqLVFCzhVdx","Forever 46, LLC - 00000057DCHF00477864","","9/19/2023","9/19/2023","9/19/2023","9/19/2023"
"1787","High Scorez","High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cali Lightning","Mendo Dosi x Cali Lightning","323s-230717.01-W29-IPR","49178","7/17/2023","https://lims.tagleaf.com/coas/wBIgn7C2BezQaDekjwrVjiQ398RyTreeKb1KBt3nqLVFCzhVdx","Forever 46, LLC - 00000057DCHF00477864","","9/19/2023","9/19/2023","","9/19/2023"
"1788","High Scorez","High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cali Lightning","Mendo Dosi x Cali Lightning","323s-230717.01-W29-IPR","49178","7/17/2023","https://lims.tagleaf.com/coas/wBIgn7C2BezQaDekjwrVjiQ398RyTreeKb1KBt3nqLVFCzhVdx","Forever 46, LLC - 00000057DCHF00477864","","9/19/2023","9/19/2023","9/19/2023","9/19/2023"
"1789","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Gello","Gello","Gell-230710.0001-W28","47454","7/10/2023","https://lims.tagleaf.com/coas/5Osdg93Fzd9xwyuargFy8i3zGE4qShEYp0Xp7aDFN6aZghk4cR","Forever 46, LLC - 00000057DCHF00477864","","","8/22/2023","",NA
"1790","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Gello","Gello","Gell-230710.0001-W28","47454","7/10/2023","https://lims.tagleaf.com/coas/5Osdg93Fzd9xwyuargFy8i3zGE4qShEYp0Xp7aDFN6aZghk4cR","Forever 46, LLC - 00000057DCHF00477864","","","8/22/2023","8/22/2023",NA
"1791","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Gello","Gello","Gell-230710.0001-W28","47454","7/10/2023","https://lims.tagleaf.com/coas/5Osdg93Fzd9xwyuargFy8i3zGE4qShEYp0Xp7aDFN6aZghk4cR","Forever 46, LLC - 00000057DCHF00477864","","","8/22/2023","",NA
"1792","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Gello","Gello","Gell-230710.0001-W28","47454","7/10/2023","https://lims.tagleaf.com/coas/5Osdg93Fzd9xwyuargFy8i3zGE4qShEYp0Xp7aDFN6aZghk4cR","Forever 46, LLC - 00000057DCHF00477864","","","8/22/2023","8/22/2023",NA
"1793","DTF - Downtown Flower","Toasted Swirl 3.5g - Mid","Toasted Swirl","TSW-230710.0001-W28","46741","7/10/2023","https://lims.tagleaf.com/coas/g2X5hCwJHzmAELBZVN4yCInhPo7WknkEfJqaixp5WkwcNa9iVq","Forever 46, LLC - 00000057DCHF00477864","","","8/14/2023","",NA
"1794","DTF - Downtown Flower","Toasted Swirl 3.5g - Mid","Toasted Swirl","TSW-230710.0001-W28","46741","7/10/2023","https://lims.tagleaf.com/coas/g2X5hCwJHzmAELBZVN4yCInhPo7WknkEfJqaixp5WkwcNa9iVq","Forever 46, LLC - 00000057DCHF00477864","","","8/14/2023","8/14/2023",NA
"1795","DTF - Downtown Flower","Toasted Swirl 3.5g - Mid","Toasted Swirl","TSW-230710.0001-W28","46741","7/10/2023","https://lims.tagleaf.com/coas/g2X5hCwJHzmAELBZVN4yCInhPo7WknkEfJqaixp5WkwcNa9iVq","Forever 46, LLC - 00000057DCHF00477864","","","8/14/2023","",NA
"1796","DTF - Downtown Flower","Toasted Swirl 3.5g - Mid","Toasted Swirl","TSW-230710.0001-W28","46741","7/10/2023","https://lims.tagleaf.com/coas/g2X5hCwJHzmAELBZVN4yCInhPo7WknkEfJqaixp5WkwcNa9iVq","Forever 46, LLC - 00000057DCHF00477864","","","8/14/2023","8/14/2023",NA
"1797","Roaring 20s","Roaring 20s REBALANCE 6 Pack Prerolls 3g - Mendo Dosi","Mendo Dosi","323s-230710.0001-W28","47681","7/10/2023","https://lims.tagleaf.com/coas/dkH7cAybvBUfql9QPNzGCsdawswa3k5y3xnln2LPNizBtutNFh","Forever 46, LLC - 00000057DCHF00477864","","8/24/2023","8/24/2023","",NA
